,Sentence,Label,Dataset,trans_lang_choose,trans_lang,from_en,to_en
6096,"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",1,train,ml,ga,"tagann scríbhneoireacht Unambitious sa scannán, ag baint úsáide as ar bun a d'fhéadfadh a theacht as téacsleabhar Scáileán beoite-scannán.","unambitious writing appears in the film, using up could lead to a textbook screen animated film."
6097,"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",2,train,km,uz,"Afsuski, Sendak ham direktorlari ham, ayniqsa, yoqimli yoki notiq bo'lgan.","Unfortunately, the directors of Sendai, which is particularly attractive or speaker."
6098,"An entertaining British hybrid of comedy , caper thrills and quirky romance .",4,train,mr,bs,"Zabavan britanski hibrid komedije, kapar uzbuđenja i neobičan romantike.",A fun hybrid of British comedy caper excitement and unusual romance.
6099,As inept as big-screen remakes of The Avengers and The Wild Wild West .,1,train,ur,sn,Sezvo asina hanya sezvo makuru-screen remakes The Avengers uye The Wild Wild West.,As indifferent as big-screen remakes The Avengers and The Wild Wild West.
6100,A story about intelligent high school students that deals with first love sweetly but also seriously .,3,train,te,pa,"ਬੁੱਧੀਮਾਨ ਹਾਈ ਸਕੂਲ ਦੇ ਵਿਦਿਆਰਥੀ ਦੇ ਬਾਰੇ ਇੱਕ ਕਹਾਣੀ ਹੈ, ਜੋ ਕਿ ਮਿੱਠਾ, ਪਰ ਇਹ ਵੀ ਗੰਭੀਰਤਾ ਪਹਿਲਾ ਪਿਆਰ ਨਾਲ ਸੰਬੰਧਿਤ ਹੈ.","That sweet, intelligent, a story about high school students, but it also deals with first love seriously."
6101,He may have meant the Internet short Saving Ryan 's Privates .,2,train,te,eu,He ekarri izana Internet labur Aurrezteko Ryan 's pribatuetan.,He has brought a short Internet Saving Ryan's Privates.
6102,Bang !,2,train,ps,sq,Bang!,Bang!
6103,"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",3,train,bs,uk,"Сюжетна лінія може бути 127 років, але Ель Crimen дель Падре Амаро ... не може бути більше своєчасним у відчайдушному зору корупції в католицькому закладі.","The storyline may be 127 years old, but El Crimen del Padre Amaro ... could not be more timely desperate of corruption in a Catholic institution."
6104,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",4,train,th,hmn,"Nws yog feem ntau zoo kawg li tsis yog vim nws cov epic tau, tab sis vim hais tias ntawm lub startling intimacy nws achieves txawm hais tias breadth.","It is most remarkable because of its epic, but because of the startling intimacy he achieves even if breadth."
6105,Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .,3,train,cs,la,Connoisseurs de Tian Seres amet placebunt ei qui inveniunt 's per Oratio sollicita ingenii sui arescet non omnino hiatus.,Tian please connoisseurs of Chinese film to discover who's a meticulous character grew not at all banks.
6106,"By the end , you just do n't care whether that cold-hearted snake Petrovich ( that would be Reno ) gets his comeuppance .",2,train,pl,sw,"Mwishoni, wewe tu hawajali iwe ni baridi moyo nyoka Petrovich (kwamba itakuwa Reno) anapata comeuppance yake.","At the end, you just do not care whether it is cold hearted snake Petrovich (that would Reno) gets his comeuppance."
6107,"`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .",2,train,hu,az,"`` Feardotcom '' internet ethereal təbiəti və bu kanal bilər otherworldly enerji maraqlı düşüncə makings var, lakin bu sadəcə adi shocker olur.","`` Feardotcom 'ethereal nature of the Internet, and it can channel otherworldly energies have the makings of an interesting idea, but it is just the usual shocker."
6108,New ways of describing badness need to be invented to describe exactly how bad it is .,0,train,bg,lo,ວິທີການໃຫມ່ຂອງການອະທິບາຍຄວາມຊົ່ວຮ້າຍຕ້ອງໄດ້ຮັບການ invented ເພື່ອອະທິບາຍວ່າວິທີການທີ່ບໍ່ດີມັນເປັນ.,New ways of explaining evil must be invented to describe how bad it is.
6109,"A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .",4,train,mr,cy,"A, gan ysbrydoli ffilm hael sy'n unfolds gyda gras a hiwmor ac yn raddol yn dod yn brawf o ffydd.","And, inspiring film that unfolds with generous grace and humor and gradually becomes a test of faith."
6110,"The plot grows thin soon , and you find yourself praying for a quick resolution .",1,train,hu,st,"plot e ntse e hōla a masesaane hang, 'me u iphumana u rapella qeto kapele.","plot grows thin once, and you find yourself praying for quick decision."
6111,"... for all its social and political potential , State Property does n't end up being very inspiring or insightful .",1,train,it,zh-tw,...其所有的社會和政治潛力，國有資產並沒有結束是非常鼓舞人心的或有見地。,"... all of its social and political potential, the state-owned assets did not end very inspiring or insightful."
6112,"Rollerball IS as bad as you think , and worse than you can imagine .",0,train,mg,si,"ඔබ සිතන්නේ ලෙස Rollerball නරක ලෙස, ඔබ සිතනවාට වඩා නරක අතට හැරුණා.","Rollerball as bad as you think, you have got worse than you think."
6113,"Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .",1,train,ha,ne,"spookily पर्याप्त बन्द टम Shadyac को फिलिम पछीको यद्यपि, वरिपरि आधा यो ग्लूकोज sentimentality र हसाउने contrivance मा एक आकस्मिक पालो लिन्छ चिनो।","Tom Shadyac film kicks off spookily enough, however, around half the glucose and amusing contrivance sentimentality takes a sudden turn mark."
6114,This is standard crime drama fare ... instantly forgettable and thoroughly dull .,0,train,fr,lo,ນີ້ແມ່ນການເດີນເຕັ້ນອາຊະຍາມາດຕະຖານ ... ທັນທີຈະລືມໄດ້ແລະຫມອງຄ້ໍາຢ່າງລະອຽດ.,Here's crime drama standards ... not to forget the dull and water thoroughly.
6115,"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .",3,train,sk,sn,"`` Catch Me '' anonzwa anokwanisa akanaka vakawanda vane nyeredzi simba, mamakisi pop-anonyengetedzwa uye nekunzwisisa nguva zvazova Spielberg vanozivikanwa.","`` Catch Me 'feels he could well have more star power, score-Pop is induced and reasonable time Spielberg has become known."
6116,It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .,2,train,ta,ur,یہ ناقابل تسخیر میں بھاری کامیابی نہیں کیا جا کرنے کے لئے ان کے کام کی ایک longtime مداح لئے کے مشکل اور اس کی خرابیوں کو نظر انداز.,It's a longtime fan of the insurmountable difficulty and errors for their work to be swept up in style.
6117,Worth a salute just for trying to be more complex than your average film .,3,train,vi,af,Die moeite werd om 'n saluut net vir probeer meer kompleks as jou gemiddelde film te wees.,Well worth a salute only trying to be more complex than your average film.
6118,"`` 13 Conversations '' holds its goodwill close , but is relatively slow to come to the point .",2,train,cy,pt,"`` 13 Conversations '' mantém a sua boa vontade perto, mas é relativamente lento para chegar ao ponto.","`` 13 Conversations '' retains its good will close, but it is relatively slow to get the point."
6119,But something seems to be missing .,2,train,mg,it,Ma qualcosa sembra mancare.,But something seems to be missing.
6120,A giddy and provocative sexual romp that has something to say .,3,train,tr,am,የምትለው ነገር ያለው አንድ አሳጥቶኝ እና ተንኳሽ ወሲባዊ romp.,You have an unhappy and abusive sexual romp.
6121,"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",1,train,st,eo,"Kiam la fajro brulas eksteren, ni 'persono jam nur venas vizaĝo-al-vizaĝo kun paro drakoj kaj tio kie la filmo finfine malsukcesas.","When the fire burns out, we 've just come face-to-face with a pair dragons and that where the film ultimately fails."
6122,"Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",1,train,or,sv,"Även om ingen bakverk kränks, petar detta otäcka komedi roligt på samma enkla mål som andra bråkiga raunch-fests - fisar, bröst, unmentionables - utan större framgång.","Although no pastries violated, pokes this nasty comedy fun at the same basic goals as other rowdy raunch-fests - farts, chest, unmentionables - without much success."
