,Sentence,Label,Dataset,Unnamed: 0.1
341,"A highly watchable , giggly little story with a sweet edge to it .",3,train,
342,A fast paced and suspenseful Argentinian thriller about the shadow side of play .,3,train,
343,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot Oscar season currently underway .",3,train,
344,The threat implied in the title Pokémon 4ever is terrifying -- like locusts in a horde these things will keep coming .,0,train,
345,The film will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .,2,train,
346,Just the separate of lazy tearjerker that gives movies about average folk a risky gens .,1,train,5818.0
347,"Starts slowly , but Adrien Brody -- in title role helps film 's conclusion satisfying .",3,train,3737.0
348,Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,3,train,
349,You can hear practically George Orwell turning over.,0,train,
350,... sour movie at core of the the gaiety of the ... The film 's ending has a '' What was it all for,0,train,45.0
351,It gets old quickly .,1,train,5375.0
352,"Although largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .",3,train,
353,"The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",4,train,
354,ending .,2,train,
355,"Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .",2,train,
356,"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .",1,train,
357,It would work much better as a one-hour TV documentary .,2,train,
358,Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,3,train,
359,"A solid , spooky entertainment worthy of the price of a ticket .",3,train,
360,"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",1,train,
361,"Twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",3,train,
362,"When looking Godard is a trick to catch his pitches poetics, savor the joy in his voice and image, thinking history, philosophy and ethics intersect them.",3,train,
363,Is it a comedy ?,1,train,
364,"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",2,train,
365,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,3,train,
366,"While film is entirely successful , it still manages to string together enough charming work",3,train,535.0
367,"In the end , there is n't much to it .",0,train,
368,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,1,train,
369,"A meatier deeper beginning and/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''",3,train,
370,"A must if fans of British cinema , . because the so many titans of ride industry are along for the only for",4,train,3121.0
371,"The plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0,train,
372,It is not the first time that director Sara Sugarman bend to having characters omit their pants for laughs and not the last time she bomb to kick up them .,0,train,5059.0
373,Rarely has a movie title serves as a dire warning.,0,train,
374,They are what makes it worth the trip to the theatre .,3,train,
375,"This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .",3,train,
376,"Critics a too , and too-extreme-for-TV rendition the notorious MTV show delivers the outrageous , , in visceral .",2,train,4051.0
377,"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .",2,train,
378,"... is funny in the way that makes you ache with sadness ( the way Chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",4,train,
379,"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .",2,train,
380,A party-hearty teen flick that scalds like acid .,1,train,
381,"The most remarkable ( and frustrating ) thing about World Traveler , which opens today in Manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank .",2,train,
382,"Coy but exhilarating , with really solid performances by Ving Rhames and Wesley Snipes .",3,train,
383,"The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",2,train,
384,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,train,
385,"A movie you observe , rather than one you enter into .",1,train,
386,The satire is just too easy to be genuinely satisfying .,1,train,
387,Some stunning visuals -- and some staggeringly boring cinema .,2,train,
388,The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid .,1,train,
389,"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",4,train,
390,"In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '",1,train,
391,"In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .",2,train,
392,"In a strange way , Egoyan has done too much .",2,train,
393,"In XXX, Diesel is that rare creature - an action hero with table manners, and one that proves that elegance is more than a tattoo deeply.",4,train,
394,Witless and utterly .,1,train,7428.0
395,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,4,train,
396,More likely to have you scratching your head than hiding under your seat .,1,train,
397,"But Kouyate elicits strong from his , he a powerful commentary on lie , runs them",3,train,2964.0
398,"After a while, the only way to be reasonably intelligent person that the Bears across the country to think about how an entire segment of the history of pop music has made it possible for the wet, sticky and fuzzy.",1,train,
