,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
447,elephant,Are elephant populations in West Africa generally small and fragmented?,Yes,easy,easy,data/set1/a5
448,elephant,Is the Asian elephant larger than the African?,no,easy,easy,data/set1/a5
449,elephant,Is the Asian elephant larger than the African?,Sometimes,easy,too hard,data/set1/a5
450,elephant,Is an elephant's skin tough?,yes,easy,easy,data/set1/a5
451,elephant,Is an elephant's skin tough?,Yes,easy,easy,data/set1/a5
452,elephant,How do elephants communicate over long distances?,by producing and receiving low frequency sound,medium,medium,data/set1/a5
453,elephant,How do elephants communicate over long distances?,By producing and receiving low-frequency sound (infrasound),medium,medium,data/set1/a5
454,elephant,When do African elephants lie down?,when they are sick or wounded,medium,medium,data/set1/a5
455,elephant,How long is the elephant's gestation period?,22 months,medium,medium,data/set1/a5
456,elephant,How long is the elephant's gestation period?,22 months,medium,medium,data/set1/a5
457,elephant,How many species of African elephants have been proposed?,three,hard,hard,data/set1/a5
458,elephant,How many species of African elephants have been proposed?,three,hard,hard,data/set1/a5
459,elephant,What are the elephant's ears important for?,temperature regulation,hard,medium,data/set1/a5
460,elephant,What are the elephant's ears important for?,temperature regulation,hard,hard,data/set1/a5
461,elephant,What land animal has the largest brain?,elephant,hard,medium,data/set1/a5
462,elephant,What land animal has the largest brain?,The elephant,hard,hard,data/set1/a5
463,elephant,Are elephants mammals?,yes,easy,easy,data/set1/a5
464,elephant,Are elephants mammals?,Yes,easy,easy,data/set1/a5
465,elephant,Have elephants been used as working animals?,yes,easy,easy,data/set1/a5
466,elephant,Have elephants been used as working animals?,Yes,easy,easy,data/set1/a5
467,elephant,Do they prefer forested areas?,Yes,easy,easy,data/set1/a5
468,elephant,Do they prefer forested areas?,Yes,easy,easy,data/set1/a5
469,elephant,What is the world population of Asian elephants?,60000,medium,medium,data/set1/a5
470,elephant,What is the world population of Asian elephants?,"The world population of Asian elephants – also called Indian Elephants or Elephas maximus – is estimated to be around 60,000",medium,medium,data/set1/a5
471,elephant,What part of an elephant is very important for temperature regulation?,Ears,medium,medium,data/set1/a5
472,elephant,What part of an elephant is very important for temperature regulation?,The large flapping ears of an elephant are also very important for temperature regulation.,medium,medium,data/set1/a5
473,elephant,Where was the largest elephant ever recorded shot?,Angola,medium,medium,data/set1/a5
474,elephant,Where was the largest elephant ever recorded shot?,The largest elephant ever recorded was shot in Angola in 1956.,medium,medium,data/set1/a5
475,elephant,Is an Asian elephant smaller than an African elephant?,yes,hard,hard,data/set1/a5
476,elephant,Is an Asian elephant smaller than an African elephant?,Yes,hard,easy,data/set1/a5
477,elephant,What land animal is larger than an elephant?,None,hard,hard,data/set1/a5
478,elephant,What land animal is larger than an elephant?,"None, the elephant is the largest land animal.",hard,hard,data/set1/a5
479,elephant,Has tusklessness become a rare abnormality?,No,hard,hard,data/set1/a5
480,elephant,Has tusklessness become a rare abnormality?,"No, tusklessness has become a widespread hereditary trait. ",hard,hard,data/set1/a5
481,Finland,Were the treaties signed in 1947 and 1948 with the Ukraine?,no,easy,easy,data/set2/a4
482,Finland,Were the treaties signed in 1947 and 1948 with the Ukraine?,No,easy,easy,data/set2/a4
483,Finland,Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,yes,easy,easy,data/set2/a4
484,Finland,Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,Yes,easy,easy,data/set2/a4
485,Finland,Is the most read newspaper in Finland Taloussanomat?,no,easy,easy,data/set2/a4
486,Finland,Is the most read newspaper in Finland Taloussanomat?,No,easy,easy,data/set2/a4
487,Finland,Which Russian army general conquered Finland in 1809?,Alexander I,medium,hard,data/set2/a4
488,Finland,Which Russian army general conquered Finland in 1809?,Alexander I,medium,medium,data/set2/a4
489,Finland,What is the life expectancy for men in Finland?,75 years,medium,medium,data/set2/a4
490,Finland,What is the life expectancy for men in Finland?,75 years,medium,medium,data/set2/a4
491,Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952,medium,medium,data/set2/a4
492,Finland,"In what year were the ""Games of the XV Olympiad"" held?",1952,medium,medium,data/set2/a4
493,Finland,What body of water lies to the south of Finland?,the Gulf of Finland,hard,hard,data/set2/a4
494,Finland,What body of water lies to the south of Finland?,Archipelago Sea,hard,hard,data/set2/a4
495,Finland,Name an animal that is growing in number due to recent conservation efforts,"Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)",hard,hard,data/set2/a4
496,Finland,Name an animal that is growing in number due to recent conservation efforts,Golden Eagle,hard,hard,data/set2/a4
497,Finland,"Today, are there more cell phone subscriptions than people in Finland?",yes,hard,too hard,data/set2/a4
498,Finland,"Today, are there more cell phone subscriptions than people in Finland?",Yes,hard,hard,data/set2/a4
499,Finland,Is Matti Vanhanen the Prime Minister of Finland?,yes,easy,easy,data/set2/a4
500,Finland,Is Matti Vanhanen the Prime Minister of Finland?,Yes,easy,easy,data/set2/a4
501,Finland,Is the capital city Oslo?,no,easy,easy,data/set2/a4
502,Finland,Is the capital city Oslo?,No,easy,easy,data/set2/a4
503,Finland,Does it have a border with Norway?,yes,easy,medium,data/set2/a4
504,Finland,Does it have a border with Norway?,Yes,easy,easy,data/set2/a4
505,Finland,What is the life expectancy for men?,75 years,medium,medium,data/set2/a4
506,Finland,What is the life expectancy for men?,75 years,medium,medium,data/set2/a4
507,Finland,What is the biggest city in Finland?,Greater Helsinki,medium,hard,data/set2/a4
508,Finland,What is the biggest city in Finland?,the cities of the Greater Helsinki metropolitan area,medium,hard,data/set2/a4
509,Finland,Who is the most popular rock group in Finland?,CMX,medium,medium,data/set2/a4
510,Finland,Who is the most popular rock group in Finland?,CMX,medium,hard,data/set2/a4
511,Finland,What is Finland's economy like?,"a highly industrialised, free-market economy",hard,medium,data/set2/a4
512,Finland,Where is Finland located?,Northern Europe,hard,medium,data/set2/a4
513,Finland,Where is Finland located?,Northern Europe,hard,hard,data/set2/a4
514,Finland,What is the weather like in summer?,relatively warm,hard,medium,data/set2/a4
515,Finland,What is the weather like in summer?,relatively warm,hard,medium,data/set2/a4
516,Finland,Does salmon remain the favorite of fly rod enthusiasts?,Yes,easy,easy,data/set2/a4
517,Finland,Does salmon remain the favorite of fly rod enthusiasts?,Yes,easy,easy,data/set2/a4
518,Finland,Are there cathedrals scattered all across Finland?,Yes,easy,easy,data/set2/a4
519,Finland,Are there cathedrals scattered all across Finland?,Yes,easy,easy,data/set2/a4
520,Finland,"According to Reader's Digest, is Finland best for living?",Yes,easy,easy,data/set2/a4
521,Finland,"According to Reader's Digest, is Finland best for living?",Yes,easy,easy,data/set2/a4
522,Finland,When did the first verifiable written documents appear?,Twelfth Century,medium,medium,data/set2/a4
523,Finland,When did the first verifiable written documents appear?, The first verifiable written documents appeared in the twelfth century. ,medium,medium,data/set2/a4
524,Finland,What is the capital city?,Helsinki,medium,medium,data/set2/a4
525,Finland,What is the capital city?,The capital city is Helsinki. ,medium,medium,data/set2/a4
526,Finland,What is the most extensively celebrated holiday?,Christmas,medium,medium,data/set2/a4
527,Finland,What is the most extensively celebrated holiday?,Christmas is the most extensively celebrated holiday.,medium,medium,data/set2/a4
528,Finland,Does a large proportion of the population speak Swedish as its mother tongue?,No,hard,hard,data/set2/a4
529,Finland,Do women live longer than men?,Yes,hard,hard,data/set2/a4
530,Finland,Do women live longer than men?,Yes,hard,hard,data/set2/a4
531,Finland,What is a country with which Finland is involved in an international conflict?,None,hard,hard,data/set2/a4
532,Finland,What is a country with which Finland is involved in an international conflict?,Finland is not involved in international conflicts or border disputes. ,hard,hard,data/set2/a4
557,Gerald_Ford,Was Ford a member of the House of Representatives?,Yes,easy,easy,data/set3/a10
558,Gerald_Ford,Was Ford a member of the House of Representatives?,yes,easy,easy,data/set3/a10
559,Gerald_Ford,For how long was Ford a member of the House of Representatives?,Over eight years.,medium,medium,data/set3/a10
560,Gerald_Ford,For how long was Ford a member of the House of Representatives?,Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives,medium,medium,data/set3/a10
561,Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,easy,easy,data/set3/a10
562,Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,easy,easy,data/set3/a10
563,Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",Yes,easy,easy,data/set3/a10
564,Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",No,easy,medium,data/set3/a10
565,Gerald_Ford,Did ford attend the University of Michigan?,Yes,easy,easy,data/set3/a10
566,Gerald_Ford,Did ford attend the University of Michigan?,Yes,easy,easy,data/set3/a10
567,Gerald_Ford,What positions Ford played in the school football team?,Center and linebacker,medium,medium,data/set3/a10
568,Gerald_Ford,What positions Ford played in the school football team?,Captain,medium,hard,data/set3/a10
569,Gerald_Ford,What did Ford say about his biological father?,He was abusive and had a history of hitting his mother.,medium,medium,data/set3/a10
570,Gerald_Ford,What did Ford say about his biological father?,his biological father was abusive and had a history of hitting his mother,medium,medium,data/set3/a10
571,Gerald_Ford,Who did Ford nominate for Vice President?,Bob Dole,medium,hard,data/set3/a10
572,Gerald_Ford,Who did Ford nominate for Vice President?,Nelson Rockefeller,medium,medium,data/set3/a10
575,Gerald_Ford,Was Ford active about Vietnamese affairs?,Yes,hard,too hard,data/set3/a10
576,Gerald_Ford,Had Ford's wife married before?,Yes,hard,hard,data/set3/a10
577,Gerald_Ford,Had Ford's wife married before?,No,hard,hard,data/set3/a10
578,Gerald_Ford,Is Ford related with the assassination of John F. Kennedy?,Yes,hard,medium,data/set3/a10
579,Gerald_Ford,Was Gerald Ford the 38th President of the United States?,yes,easy,easy,data/set3/a10
580,Gerald_Ford,Was Gerald Ford the 38th President of the United States?,yes,easy,easy,data/set3/a10
581,Gerald_Ford,Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,easy,easy,data/set3/a10
582,Gerald_Ford,Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,easy,easy,data/set3/a10
583,Gerald_Ford,Was Ford an Eagle Scout?,yes,easy,easy,data/set3/a10
584,Gerald_Ford,Was Ford an Eagle Scout?,yes,easy,easy,data/set3/a10
585,Gerald_Ford,What district was Ford elected from?,Michigan's 5th congressional district,medium,medium,data/set3/a10
586,Gerald_Ford,What district was Ford elected from?,Michigan's 5th congressional district,medium,medium,data/set3/a10
587,Gerald_Ford,How many Eagle Scouts were involved in Ford's funeral procession?,400,medium,medium,data/set3/a10
588,Gerald_Ford,How many Eagle Scouts were involved in Ford's funeral procession?,About 400,medium,medium,data/set3/a10
589,Gerald_Ford,Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,medium,hard,data/set3/a10
590,Gerald_Ford,Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,medium,medium,data/set3/a10
591,Gerald_Ford,Has another US President been an Eagle Scout?,no,hard,hard,data/set3/a10
592,Gerald_Ford,Has another US President been an Eagle Scout?,no,hard,hard,data/set3/a10
593,Gerald_Ford,Did Ford need to do extra work to pay for college?,yes,hard,medium,data/set3/a10
594,Gerald_Ford,Did Ford need to do extra work to pay for college?,yes,hard,hard,data/set3/a10
595,Gerald_Ford,Have more than five Presidents lived past the age of 90?,no,hard,hard,data/set3/a10
596,Gerald_Ford,Have more than five Presidents lived past the age of 90?,no,hard,hard,data/set3/a10
605,Ghana,Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,easy,easy,data/set2/a5
606,Ghana,Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,easy,easy,data/set2/a5
607,Ghana,Is English Ghana's official language?,yes,easy,easy,data/set2/a5
608,Ghana,Is English Ghana's official language?,yes,easy,easy,data/set2/a5
609,Ghana,Did the Dutch build the Elmina Castle?,No,easy,medium,data/set2/a5
610,Ghana,Did the Dutch build the Elmina Castle?,no,easy,easy,data/set2/a5
611,Ghana,When did Ghana achieve independence from the United Kingdom?,1957,medium,medium,data/set2/a5
612,Ghana,When did Ghana achieve independence from the United Kingdom?,1957,medium,medium,data/set2/a5
613,Ghana,How many regions is Ghana divided into?,10,medium,easy,data/set2/a5
614,Ghana,How many regions is Ghana divided into?,10,medium,medium,data/set2/a5
615,Ghana,Who is the head of state of Ghana?,President John Agyekum Kofuor,medium,easy,data/set2/a5
616,Ghana,Who is the head of state of Ghana?,John Agyekum Kufuor,medium,medium,data/set2/a5
617,Ghana,What is the dominant religion in Ghana?,Christian,hard,hard,data/set2/a5
618,Ghana,What is the dominant religion in Ghana?,christian,hard,hard,data/set2/a5
619,Ghana,What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,hard,hard,data/set2/a5
620,Ghana,What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,hard,hard,data/set2/a5
621,Ghana,What is the weather like at Lake Volta?,Warm and comparatively dry,hard,hard,data/set2/a5
