,Sentence,Label,Dataset
348,"With this newly Rollerball , horse sense and sensitivity have been overrun by what can only be characterized as automatonlike sentiment .",2,train
349,"Despite some strong, high above the level of a telanovela.",1,train
350,Cinematic poo .,0,train
351,Fluffy neo-noir hiding behind cutesy film references .,1,train
352,Is there a group of more self-absorbed women than the mother and daughters featured in this film ?,0,train
353,"Hope living arising that the movie will dwell up to the manifest skills of its makers and the endowment of its actors , but it does n't .",2,train
354,Attal pushes too hard to make this a comedy or serious drama .,0,train
355,"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",0,train
356,winnow of the modern clarence day Hong Kong action film finally have the worthy successor to A Better Tomorrow and The killer which they have been patiently waitress for .,3,train
357,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",0,train
358,This is a fascinating film because there is no clear-cut hero and no all-out villain .,4,train
359,"A culture-clash comedy that addition to very funny , some the discomfort and of being American in Europe .",3,train
360,"The death scenes of the photographic film are tortured , sulfurous and truthful .",3,train
361,"It 's hard to care about a film that raises a warrior as disaster Callow suffering a rich boy when he is forced to choose between good, his girlfriend, self-catered 22-year-old and 18-year-equally beautiful, self-catered -old mistress.",1,train
362,"The journey is worth your time , especially if you have Ellen Pompeo sitting next to you for the ride .",3,train
363,"As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity .",3,train
364,An engrossing and infectiously enthusiastic documentary .,4,train
365,Broomfield reveals manifestation ironic an a a slavery that ties of black-owned . label with institutionalized police white-empowered force record,2,train
366,"This movie full , hope .",4,train
367,"Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .",2,train
368,"By turns pretentious , fascinating , ludicrous , provocative and vainglorious .",3,train
369,"Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .",2,train
370,"non the full Herzog mayhap , but remarkably Herzog .",2,train
371,A fleet-footed and pleasingly upbeat family diversion .,3,train
372,Director Peter Kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage .,3,train
373,It's hard to believe these jokers can be pulled out four similar kidnappings before.,1,train
374,"You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars .",0,train
375,Sparse but oddly compelling .,3,train
376,just that they are doing it is challenging .,3,train
377,Here and love all end the Zone Alarm.,1,train
378,Rubbo go through a remarkable amount of real in the cinema 's short 90 arcminute .,3,train
379,You may wasted galled two nearly a 've you that hours of your own precious life with this silly little puddle of be movie .,0,train
380,"It is this simplicity that is not something to be taken seriously, puts an exclamation point on, but it also distorts any chance of rising above this film.",1,train
381,This is the kind of movie that gets a quick release before real contenders arrive in September .,0,train
382,"How many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?",1,train
383,"Vaguely interesting , but it 's just too too much .",1,train
384,The three women give remarkable performances.,3,train
385,Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .,3,train
386,"Feels like pieces a bunch of other , better movies slapped together .",1,train
387,"A solidly constructed , entertaining thriller that stops short of true inspiration .",3,train
388,"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu .",2,train
389,Bon appétit !,3,train
390,Feels less like a change in ( Herzog 's ) personal policy than a half-hearted fluke .,1,train
391,"As with so many merchandised-to-the-max movies of this type , more time appears to have start into recruiting the right dance orchestra for the playlist and the costuming of the stars than into the book , which has a handful of smart trick and not much else .",1,train
392,"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",3,train
393,"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",2,train
394,Level of lift on Pat inspirational location and give it a sturdiness and strengthen our 'VE long associated with Washington actor.,3,train
395,"Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .",4,train
396,It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair .,4,train
397,It's the least distress to the Afghan warlord wonderful it would be hot container of historical waste.,1,train
398,"Director Nancy Savoca «S no frills records show wrought in more raw emotion captures the tenor of the unresolved post 9-11 period, much better than the measured or polished production ever could.",4,train
399,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series .",0,train
400,Neil Burger here succeeded in ... making mystery four decades the a more immediate mystery in the .,4,train
401,A journeying that is as hard for the interview to take as it is for the protagonist -- in time it 's potentially just as rewarding .,3,train
