sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value
156,"As lo-fi as the special effects are , the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten .","As lo-fi as the special effects are , the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten .",13868,0.66667,Positive,3
157,Like Mike does n't win any points for originality .,Like Mike does n't win any points for originality .,224618,0.29167,Negative,1
158,"It does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .","It does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",224291,0.70833,Positive,3
159,"It 's a hoot and a half , and a great way for the American people to see what a candidate is like when he 's not giving the same 15-cent stump speech .","It 's a hoot and a half , and a great way for the American people to see what a candidate is like when he 's not giving the same 15-cent stump speech .",14158,0.79167,Positive,3
160,"Far from perfect , but its heart is in the right place ... innocent and well-meaning .","Far from perfect , but its heart is in the right place ... innocent and well-meaning .",14029,0.69444,Positive,3
161,"A sad , superior human comedy played out on the back roads of life .","A sad , superior human comedy played out on the back roads of life .",13797,0.72222,Positive,3
162,"Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .","Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",14606,0.81944,Very_Positive,4
163,"Tim Allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .","Tim Allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",14551,0.86111,Very_Positive,4
164,"More a load of enjoyable , Conan-esque claptrap than the punishing , special-effects soul assaults the Mummy pictures represent .","More a load of enjoyable , Conan-esque claptrap than the punishing , special-effects soul assaults the Mummy pictures represent .",14287,0.625,Positive,3
165,"Enormously likable , partly because it is aware of its own grasp of the absurd .","Enormously likable , partly because it is aware of its own grasp of the absurd .",14006,0.72222,Positive,3
166,"Here 's a British flick gleefully unconcerned with plausibility , yet just as determined to entertain you .","Here 's a British flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",14078,0.68056,Positive,3
167,"It 's an old story , but a lively script , sharp acting and partially animated interludes make Just a Kiss seem minty fresh .","It 's an old story , but a lively script , sharp acting and partially animated interludes make Just a Kiss seem minty fresh .",14161,0.77778,Positive,3
168,Must be seen to be believed .,Must be seen to be believed .,14314,0.70833,Positive,3
169,"Ray Liotta and Jason Patric do some of their best work in their underwritten roles , but do n't be fooled : Nobody deserves any prizes here .","Ray Liotta and Jason Patric do some of their best work in their underwritten roles , but do n't be fooled : Nobody deserves any prizes here .",14395,0.25,Negative,1
170,"Everything that has to do with Yvan and Charlotte , and everything that has to do with Yvan 's rambunctious , Jewish sister and her non-Jew husband , feels funny and true .","Everything that has to do with Yvan and Charlotte , and everything that has to do with Yvan 's rambunctious , Jewish sister and her non-Jew husband , feels funny and true .",14016,0.84722,Very_Positive,4
171,"The year 's happiest surprise , a movie that deals with a real subject in an always surprising way .","The year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",14520,0.90278,Very_Positive,4
172,Fans of Behan 's work and of Irish movies in general will be rewarded by Borstal Boy .,Fans of Behan 's work and of Irish movies in general will be rewarded by Borstal Boy .,14026,0.80556,Very_Positive,4
173,"Its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .","Its mysteries are transparently obvious , and it 's too slowly paced to be a thriller .",224414,0.23611,Negative,1
175,"The film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .","The film is faithful to what one presumes are the book 's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",226280,0.77778,Positive,3
176,Stephen Earnhart 's homespun documentary Mule Skinner Blues has nothing but love for its posse of trailer park denizens .,Stephen Earnhart 's homespun documentary Mule Skinner Blues has nothing but love for its posse of trailer park denizens .,14453,0.77778,Positive,3
177,A solidly seaworthy chiller .,A solidly seaworthy chiller .,13803,0.68056,Positive,3
178,If you can get past the fantastical aspects and harsh realities of `` The Isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,If you can get past the fantastical aspects and harsh realities of `` The Isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,223972,0.75,Positive,3
179,"There are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .","There are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .",14524,0.77778,Positive,3
180,A well-made thriller with a certain level of intelligence and non-reactionary morality .,A well-made thriller with a certain level of intelligence and non-reactionary morality .,13824,0.83333,Very_Positive,4
181,"There 's enough science to make it count as educational , and enough beauty to make it unforgettable .","There 's enough science to make it count as educational , and enough beauty to make it unforgettable .",14522,0.79167,Positive,3
182,"Remains a solid , if somewhat heavy-handed , account of the near-disaster ... done up by Howard with a steady , if not very imaginative , hand .","Remains a solid , if somewhat heavy-handed , account of the near-disaster ... done up by Howard with a steady , if not very imaginative , hand .",14398,0.55556,Neutral,2
183,Makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the Kurdish refugees of Iran 's borderlands .,Makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the Kurdish refugees of Iran 's borderlands .,14254,0.61111,Positive,3
184,"For a good chunk of its running time , Trapped is an effective and claustrophobic thriller .","For a good chunk of its running time , Trapped is an effective and claustrophobic thriller .",14037,0.76389,Positive,3
